mun_inegi,nom_ent,nom_mun,prop_corrup,tema,corrup,tema_total_de_ingresos,capitulo_impuestos,concepto_impuestos_sobre_el_patrimonio,partida_generica_impuesto_predial,partida_generica_adquisicion_de_bienes_inmuebles,concepto_impuesto_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_diversiones_y_espectaculos_publicos,concepto_accesorios,concepto_otros_impuestos,capitulo_contribuciones_de_mejoras,concepto_contribucion_de_mejoras_por_obras_publicas,capitulo_derechos,concepto_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,partida_generica_certificaciones_y_constancias,subpartida_generica_certificaciones_y_constancias_diversas,partida_generica_licencias_y_permisos,subpartida_generica_licencias_de_funcionamiento,partida_generica_inspecciones,subpartida_generica_sanidad,partida_generica_uso_y_suministro_de_agua_potable,partida_generica_servicios_de_desarrollo_urbano_y_obras_publicas,subpartida_generica_urbanizacion,partida_generica_diversos_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,concepto_derechos_por_prestacion_de_servicios,partida_generica_panteones,partida_generica_rastros,partida_generica_estacionamientos,partida_generica_seguridad_publica,partida_generica_alumbrado_publico,partida_generica_servicios_de_limpia_y_recoleccion_de_basura,partida_generica_diversos_derechos_por_prestacion_de_servicios,capitulo_productos,concepto_productos_de_tipo_corriente,partida_generica_intereses,concepto_otros_productos,capitulo_aprovechamientos,concepto_aprovechamientos_de_tipo_corriente,partida_generica_recargos,partida_generica_multas,partida_generica_donaciones_y_aprovechamientos_a_favor_del_estado,partida_generica_indemnizaciones_a_favor_del_estado,partida_generica_gastos_de_ejecucion,concepto_otros_aprovechamientos,capitulo_participaciones_federales,concepto_fondos_participables,partida_generica_fondo_general_de_participaciones,partida_generica_fondo_de_fomento_municipal,partida_generica_fondo_de_fiscalizacion,partida_generica_fondo_del_impuesto_sobre_la_renta,concepto_impuestos_participables,partida_generica_impuesto_sobre_automoviles_nuevos,partida_generica_impuesto_especial_sobre_produccion_y_servicios,partida_generica_ieps_gasolinas,concepto_otras_participaciones,partida_generica_participaciones_diversas,concepto_participaciones_estatales,capitulo_aportaciones_federales_y_estatales,concepto_aportaciones_del_ramo_general_33,partida_generica_aportaciones_a_municipios,subpartida_generica_fa_para_la_infraestructura_social_municipal,subpartida_generica_fa_para_el_fortalecimiento_de_los_municipios,concepto_recursos_federales_y_estatales_reasignados,partida_generica_recursos_federales,subpartida_generica_seguridad_publica,subpartida_generica_diversos_recursos_federales_reasignados,capitulo_financiamiento,concepto_deficit,subpartida_generica_comercio_ambulante,subpartida_generica_licencias_y_permisos_diversos,subpartida_generica_por_servicios_de_fraccionamiento,subpartida_generica_diversos_servicios_de_desarrollo_y_obras_publicas,partida_generica_mercados,concepto_otros_derechos,partida_generica_establecimientos_y_empresas,subpartida_generica_establecimientos_diversos,concepto_productos_de_tipo_capital,partida_generica_enajenacion_o_venta_de_bienes,subpartida_generica_bienes_muebles_e_inmuebles,concepto_adicionales,partida_generica_para_educacion,partida_generica_impuestos_adicionales_diversos,partida_generica_registros,subpartida_generica_registro_civil,subpartida_generica_educacion_publica,subpartida_generica_salud,subpartida_generica_comercio_nocivo,partida_generica_servicios_de_vialidad_y_transporte,subpartida_generica_control_vehicular,subpartida_generica_diversos_servicios_de_vialidad_y_de_transporte,partida_generica_reintegros,concepto_emprestitos,partida_generica_emprestitos_diversos,capitulo_otros_ingresos,concepto_otros_ingresos_extraordinarios,partida_generica_loterias_rifas_sorteos_y_juegos_permitidos,partida_generica_otros_impuestos_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_para_obras_de_infraestructura_urbana,subpartida_generica_ecologia_e_impacto_ambiental,partida_generica_rezagos,partida_generica_recursos_estatales,subpartida_generica_diversos_recursos_estatales_reasignados,subpartida_generica_licencias_para_construccion,partida_generica_arrendamientos,partida_generica_de_instituciones_bancarias,subpartida_generica_bancos_comerciales,concepto_impuesto_sobre_los_ingresos,partida_generica_ejercicio_de_profesiones_y_honorarios,partida_generica_enajenacion_de_bienes_muebles_y_adquisicion_de_vehiculos,subpartida_generica_banos_publicos,subpartida_generica_expedicion_de_licencias_de_manejo,subpartida_generica_panteones,subpartida_generica_centros_recreativos_y_culturales,partida_generica_actividades_mercantiles,partida_generica_traslado_de_dominio_de_bienes_inmuebles,subpartida_generica_registro_publico_de_la_propiedad_y_del_comercio,partida_generica_diversos_aprovechamientos_de_tipo_corriente,subpartida_generica_registros_diversos,subpartida_generica_talleres_graficos,partida_generica_derechos_zona_federal_maritima,partida_generica_otros_impuestos_sobre_el_patrimonio,subpartida_generica_bienes_muebles,subpartida_generica_bienes_inmuebles,subpartida_generica_educacion,subpartida_generica_asistencia_social,subpartida_generica_inspecciones_diversas,subpartida_generica_mercados,subpartida_generica_obra_publica,partida_generica_explotacion_de_minas,partida_generica_otros_impuestos_sobre_ingresos,partida_generica_anuncios_publicitarios,subpartida_generica_servicios_de_grua_y_almacenaje_de_vehiculos,subpartida_generica_rastros,subpartida_generica_concesiones_para_prestar_servicios_de_transporte,partida_generica_para_fomento_al_turismo
14067,Jalisco,Puerto Vallarta,0.866224281221265,ingresos,0,2103171823,396760099,384399563,195685179,0,556510,556510,11812586,0,0,0,195325317,116148258,17195473,16909105,93795306,41250,0,0,0,4623480,604558,0,49646339,1232845,6638142,1792153,0,0,37753352,2229847,53100106,17229298,7665904,35870808,18105195,17397029,4217,16612777,0,198332,0,708166,818845792,574651743,336038230,47445152,113564740,77603621,28162347,9052543,10708852,8400952,216023216,216023216,8486,301006597,222311238,222311238,30531152,191780086,78695359,78695359,0,78695359,320028717,254628717,1513491,11243361,3601652,417270,0,29522160,6875541,4722241,0,0,0,0,0,0,533999,533999,0,0,39079637,0,0,0,581703,65400000,65400000,0,0,0,0,0,286368,0,0,0,41917567,2687853,0,0,0,0,0,0,0,112033,0,0,172196376,0,0,0,2041267,0,16518008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14070,Jalisco,El Salto,13.322094572094572,ingresos,1,678415613,83159805,79836519,0,0,0,0,2736990,1234832,0,0,78676873,4435767,0,0,0,0,0,0,0,0,0,4435767,53264411,0,0,0,0,0,0,53264411,4206414,0,0,4206414,2366012,2182699,0,2181176,0,0,0,183313,275422809,156682812,112886448,8592700,13093575,22110089,12653289,3091761,3639793,5921735,106083438,106083438,3270,168419385,154687147,154687147,27058505,127628642,13732238,13732238,0,13732238,56615954,56615954,0,0,0,0,0,20317856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,9548361,9548361,0,0,0,0,0,0,0,0,0,0,0,10303,0,0,0,0,0,0,0,0,0,0,0,0,0,79836519,0,0,0,0,0,0,0,0,10303,0,0,0,0,0
14097,Jalisco,Tlajomulco de Zúñiga,0,ingresos,0,2768006404,639528047,579402882,282175949,0,7106566,7106566,98955614,0,0,0,495564170,433202933,22274964,22274964,186546494,0,126229,126229,215282164,8136908,0,247080,5229564,2045338,1668456,1485937,0,0,29833,0,27780280,0,0,27780280,44402665,10918215,0,9965037,0,667819,0,33484450,833343461,631635473,380839123,81061285,46387497,123347568,41190158,11966959,12651489,16571710,160501458,160501458,16372,430843079,430843079,430843079,48561750,382281329,0,0,0,0,296544702,195393883,21280094,71999823,6048776,2088132,0,11194658,0,0,0,0,0,0,0,0,589094,589094,0,0,0,0,0,0,285359,101150819,101150819,0,0,0,0,0,0,0,0,0,93266577,0,0,0,0,0,0,0,0,0,0,0,247074024,0,0,0,0,0,50152909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14098,Jalisco,San Pedro Tlaquepaque,2.096999130995431,ingresos,1,2291546227,455889776,450467293,243188227,0,264582,264582,10414537,2085397,0,0,179701276,146593095,18957863,9773715,94995120,1178807,2822719,2822719,24773558,3772421,0,0,19033666,4906995,8634809,4391309,0,0,564341,536212,15363210,3996480,3996480,11366730,24193047,10409137,0,8513398,0,699836,0,13783910,1010830719,787068479,538040178,70149144,64076272,114802885,51950561,14891744,17047844,20010973,171797015,171797015,14664,602319129,544184581,544184581,82063801,462120780,58134548,42353016,0,42353016,0,0,16523613,36561052,3772421,0,0,6732482,0,0,0,0,0,0,0,0,1271414,1271414,0,9184148,15787416,0,0,0,1195903,0,0,3249070,3249070,0,0,0,0,0,15781532,15781532,24944232,0,0,0,0,0,0,0,0,0,0,0,192090444,0,0,0,0,0,15188622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14101,Jalisco,Tonalá,1.4304371342007711,ingresos,0,1399540675,225541203,214093889,141109111,0,8331,8331,11470193,0,0,0,96850166,76031467,215819,215819,68914338,0,328083,328083,0,5484459,0,717511,6441320,286928,5544029,9669,0,0,600694,0,10074929,10074929,9064576,0,11533914,8661090,0,8656326,0,4764,0,2872824,564485845,486423963,370434138,38622646,45628486,31738693,37829643,10094238,11498406,16236999,40221397,40221397,10842,478531174,444464301,444464301,71458210,373006091,34066873,33344833,0,33344833,12523444,7595688,18699801,45783778,5470497,13962,0,14346169,1010353,0,0,0,0,0,0,0,371257,371257,0,0,0,0,0,0,0,4927756,4927756,0,0,0,0,0,0,0,722040,722040,4430759,0,0,0,0,0,0,0,0,1010353,0,0,70163576,0,0,0,0,0,2821202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14120,Jalisco,Zapopan,1.8566132629279868,ingresos,1,7674619900,2305438327,2139964825,1045827734,0,55744523,55744523,125497815,0,104991922,104991922,686994448,590689529,44870024,44870024,491587551,0,4735623,4735623,20587022,23048664,5507440,0,70830857,10550173,29780892,12896373,0,0,10539438,7063981,123611006,96497807,96497807,27113199,301498356,292037154,182269,35543435,0,1452597,134953,9461202,3093969573,2379308382,1405363470,222253671,216758399,534932842,123465537,39368436,44472523,39624578,591156580,591156580,39074,1058116268,1017622303,1017622303,90676944,926945359,40493965,40493965,37434080,3059885,0,0,43837151,447750400,632246,16908978,0,9705226,0,0,0,0,0,0,0,0,5860645,5860645,0,0,0,0,0,0,254723900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980926641,0,0,0,0,0,113210450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,México,Acolman,0,ingresos,0,395245855,23473844,21051490,15163253,5708776,85767,85767,2337081,0,722497,722497,3357367,2256544,0,0,643151,0,0,0,0,883412,536278,0,1100329,0,0,0,0,0,0,1100329,9056081,697899,646823,8358182,979152,959852,0,959852,0,0,0,19300,156874434,133154774,97816876,13308936,15164291,6864671,10930937,3979464,1944743,5006730,9085354,9085354,3703369,193290757,150133641,150133641,39657091,110476550,43157116,30923537,11086811,19836726,6291289,6291289,326147,0,1927,345207,0,0,51076,0,0,0,0,0,0,0,729981,729981,0,0,317004,0,0,0,0,0,0,1200434,1200434,0,0,0,0,0,12233579,12233579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51076,0,0,0,0,0,0,0,0,0,0,0,179461,0,0,0,0
15005,México,Almoloya de Juárez,0,ingresos,0,494885586,20552293,20134504,13074098,7060406,128825,128825,288964,0,0,0,11895401,10790372,0,0,4155487,0,0,0,0,4739001,3968005,0,1105029,493128,0,0,0,0,0,611901,1204922,1204922,1177773,0,123502,123502,0,51279,0,72223,0,0,204998367,173913613,133724286,18200087,12967926,9021314,13675968,5434618,2663413,5577937,12351132,12351132,5057654,255993854,201458440,201458440,73790967,127667473,54535414,18175009,8644898,9530111,0,0,4155487,0,770996,0,0,0,27149,0,0,0,0,0,0,0,1895884,1895884,0,0,0,0,0,0,0,0,0,117247,117247,0,0,0,0,0,36360405,36360405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15011,México,Atenco,0,ingresos,0,190925613,7642589,6930301,4807610,2122691,0,0,1055765,0,66000,66000,4621712,3871115,0,0,1201417,0,0,0,879609,1229152,1093987,0,407120,0,0,1000,0,0,0,406120,2486881,1317236,1267221,1169645,80293,80293,0,80293,0,0,0,0,82113649,73209797,52580500,7148549,3968933,9511815,6023050,2144720,1040651,2837679,886038,886038,1994764,88782806,66219854,66219854,21022597,45197257,22562952,3932732,781284,3151448,5118764,5118764,899631,0,135165,0,0,0,50015,0,0,0,0,0,0,0,560937,560937,0,0,301786,0,0,0,0,0,0,12919,12919,0,0,0,0,0,18630220,18630220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15013,México,Atizapán de Zaragoza,0,ingresos,0,2714259801,850277833,734136012,529871284,182605324,4354579,4354579,112368275,6506,1506623,1506623,135526166,61687159,0,0,12720059,0,0,0,0,44296388,42903621,0,73251468,1900157,0,4032603,29118187,34411656,247931,3540934,6356013,4259923,4194613,987069,28709202,25970829,0,24546774,0,454931,0,2738373,1021341516,942435069,659318961,89672740,86469161,106974207,53868190,26857312,13079203,13931675,50604,50604,24987653,578660109,435256697,435256697,56176946,379079751,143403412,86085912,15742149,69495319,47823024,0,5107376,0,1392767,0,0,0,65310,0,1109021,1109021,1109021,0,0,0,4670712,4670712,0,0,7612683,0,0,0,969124,47823024,47823024,44059315,44059315,0,0,0,0,0,57317500,57317500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65310,0,0,0,0,0,848444,0,0,0,0,0,21659404,0,0,0,0
15018,México,Calimaya,0,ingresos,0,301763090,78847167,78847167,36698319,41970778,0,0,1173333,0,589364,589364,21539300,14650438,0,0,1961034,0,0,0,1811308,8884235,8439169,1406052,5715529,36440,15838,0,0,4744074,0,919177,665046,665046,583404,0,8293783,240681,0,238396,0,2285,0,8053102,101181319,87160391,61213952,8320890,3771781,13853768,6406254,2498303,1210312,2697639,5291772,5291772,2322902,89920547,55525977,55525977,14543325,40982652,34394570,14516149,1038695,13477454,0,0,641265,0,445066,0,0,0,81642,0,0,0,0,0,0,0,587809,587809,0,0,1319769,0,0,0,0,0,0,726564,726564,0,0,0,0,0,19878421,19878421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81642,0,0,0,0,0,0,0,0,0,0,0,178070,0,0,0,0
15020,México,Coacalco de Berriozábal,0,ingresos,0,1091488200,217966129,175877173,129320512,35116455,459434,459434,41825746,0,3806053,3806053,41496680,31886558,0,0,12772753,0,0,0,16930,16074162,15337323,196500,9413898,696257,2485,1149860,191317,0,0,7373979,5830062,897242,842191,4624614,9791478,9213715,1338,4045042,644514,3000,62430,577763,459079232,422532018,287872217,39166001,58936205,36557595,25617973,11713275,5721777,8182921,29351,29351,10899890,294813994,226587473,226587473,20520956,206066517,68226521,35430875,13535262,21895613,58000000,0,8165890,0,736839,0,0,0,55051,0,308206,308206,308206,0,0,0,2826213,2826213,0,0,4606863,0,0,0,4457391,58000000,0,704572,704572,0,0,0,0,0,32795646,32795646,0,0,58000000,58000000,0,0,0,0,0,0,0,0,0,0,0,0,55051,0,0,0,0,0,0,0,0,0,0,0,11440206,0,0,0,0
15023,México,Coyotepec,0,ingresos,0,157911076,6865247,6634833,5148159,1163348,0,0,230414,0,28150,28150,3916847,3148382,95118,95118,1403837,0,0,0,0,960407,457466,0,768465,240430,0,101571,0,0,0,426464,197313,193849,179453,3464,423915,16529,0,16529,0,0,0,407386,69051836,59521009,48669838,6620127,2843892,1387152,5290216,1981922,966026,2342268,2396477,2396477,1844134,63741859,44810377,44810377,14522883,30287494,18931482,10641776,526100,10115676,12581332,12581332,1197067,0,502941,0,0,0,14396,0,0,0,0,0,0,0,689020,689020,0,0,206770,0,0,0,0,0,0,1104577,1104577,0,0,0,0,0,8289706,8289706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14396,0,0,0,0,0,0,0,0,0,0,0,323326,0,0,0,0
15024,México,Cuautitlán,3.769172953261142,ingresos,1,756781387,168548438,131783227,98475581,33300176,417449,417449,36447001,0,496787,496787,138049393,120242197,141433,141433,7293291,0,0,0,100256488,10226931,10177755,853281,17707957,933039,508,6013,23154,0,515157,16230086,8637788,4523776,4495151,3933544,6937490,2178365,0,2177865,0,500,0,4759125,259922369,236005435,177942674,24211750,18530497,15320514,15712399,7238273,3538547,4935579,1468293,1468293,6736242,174189062,125067330,125067330,16732130,108335200,49121732,29384642,11669514,13406445,0,0,6532600,0,49176,0,0,0,28625,0,180468,180468,180468,0,0,0,1470773,1470773,0,0,760691,0,0,0,0,0,0,60,60,0,0,0,0,0,19737090,19737090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28625,0,0,0,0,0,0,0,0,4308683,0,0,7470,0,0,0,0
15025,México,Chalco,5.466413366457207,ingresos,1,1374483117,170003558,151895145,111198144,32211211,2366,2366,19233159,0,0,0,47963226,21400106,17453,17453,5383860,0,0,0,0,13791334,12817627,0,25436008,623910,0,358129,0,20702596,1308736,2442637,2439785,2189347,2069421,6106,102797505,614167,0,555753,0,53731,0,102183338,449210713,413049334,269451408,36661958,29782442,77153526,25927858,10961553,5357496,9608809,34203,34203,10199318,489688870,371242573,371242573,122262857,248979716,118446297,74902269,14275016,60627253,106000000,0,2749834,0,973707,0,0,0,119926,0,244332,244332,244332,0,0,0,2207459,2207459,0,0,2634026,0,0,0,4683,106000000,0,6379460,6379460,0,0,0,0,0,43544028,43544028,0,0,106000000,106000000,0,0,0,0,0,0,0,0,0,0,0,0,119926,0,0,0,0,0,0,0,0,0,0,0,8485790,0,0,0,0
15029,México,Chicoloapan,0,ingresos,0,567372682,65632939,54056373,45262666,7997205,0,0,11576566,0,6960761,6960761,8805218,7122079,0,0,3711346,0,0,0,0,2177840,1866802,0,1683139,338559,0,5171,0,0,0,1339409,908091,907040,281567,506,5447458,813967,0,813967,0,0,0,4633491,201919929,181708804,141648079,19273916,13849735,6937074,14827373,5761306,2817297,6248770,22114,22114,5361638,244572349,189427164,189427164,41570443,147856721,55145185,24044754,10400170,13644584,32462979,32462979,3317352,0,311038,0,0,0,625473,0,545,545,545,0,0,0,1232893,1232893,0,0,393994,0,0,0,0,0,0,662958,662958,0,0,0,0,0,31100431,31100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625473,0,0,0,0,0,0,0,0,0,0,0,796502,0,0,0,0
15031,México,Chimalhuacán,0,ingresos,0,2329843567,128607521,97602971,79443793,17981527,10172880,10172880,20831670,0,3126798,3126798,58719369,48078473,0,0,25706140,0,0,0,17389,13836430,12925836,2643448,10640896,4973406,0,0,70920,0,2663901,2932669,1397550,905611,603931,113039,1123079,1115689,0,943015,0,110147,0,7390,687813752,610521086,433360794,58957061,46273622,71929609,43946103,17636275,8610825,17699003,16937478,16937478,16409085,1131318854,728803874,728803874,236343422,492460452,402514980,251926101,22750515,229095586,292032477,55632477,13768843,0,910594,0,0,0,301680,0,378900,378900,378900,0,0,0,5875066,5875066,0,0,11937297,0,0,0,62527,236400000,0,25704167,25704167,0,0,0,0,0,150588879,150588879,0,0,236400000,236400000,0,0,0,0,0,0,0,0,0,0,0,0,301680,0,0,0,0,0,80000,0,0,0,0,0,177651,0,0,0,0
15033,México,Ecatepec de Morelos,0.6667099093756371,ingresos,0,5113636700,515487947,481376638,371763072,73311185,1717402,1717402,35287154,246951,16642920,16642920,97749190,80574783,0,0,19541345,0,0,0,0,48956941,47210797,0,14034209,8011725,498624,2834288,69771,0,15215,2604586,85443378,78427765,78383545,7015613,38152776,14557162,0,12150076,0,1680623,0,23595614,2523610762,2211428791,1538953881,209484371,243242907,219747632,134908424,62513166,30677516,41717742,119098388,119098388,58175159,1834948398,1515281054,1515281054,299957875,1215323179,319667344,168217357,49074951,119142406,0,0,6330343,0,1746144,0,0,0,44220,0,0,0,0,0,0,0,12076497,12076497,0,0,13211002,0,0,0,726463,0,0,1601329,1601329,0,0,0,0,0,151449987,151449987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44220,0,0,0,0,0,0,0,0,0,0,0,36302381,0,0,0,0
15037,México,Huixquilucan,0,ingresos,0,2697441211,1054507735,970982693,606560416,348394885,2863430,2863430,83272454,0,3073770,3073770,167999897,109815878,0,0,4382417,0,0,0,0,102632233,101291912,0,55573177,288669,233807,5717799,10175087,37118631,75114,1964070,36372211,35487444,34094455,525917,4059932,2016097,0,1564467,0,449974,0,2043835,968949719,908831039,530603086,72105027,110208969,195913957,39932800,21676050,10473488,7783262,28852,28852,20157028,386100660,229640038,229640038,35601589,194038449,156460622,140115185,12634203,24790108,75554907,75554907,939220,0,1340321,0,0,0,1392989,0,358850,358850,358850,0,0,0,2801228,2801228,0,0,3443197,0,0,0,1656,0,0,822380,822380,0,0,0,0,0,16345437,16345437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392989,0,0,0,0,0,0,0,0,102690874,0,0,16027392,0,0,0,0
15039,México,Ixtapaluca,0,ingresos,0,1473648943,106206577,97988472,65854142,22180137,0,0,8218105,0,0,0,31882512,21182640,0,0,6087393,0,0,0,194271,12006812,10362781,0,10699872,649512,11009,450,0,0,94400,9944501,9660561,9634523,8826277,38,4500159,4500159,0,3861799,0,496540,0,0,514718397,439007713,318525099,43334999,44176299,32971316,32555915,12961962,6329814,13264139,31093084,31093084,12061685,796149900,488078457,488078457,129088710,358989747,308071443,45897603,17251358,28646245,0,0,2161625,0,1644031,0,0,0,808246,0,26000,26000,26000,0,0,0,2894164,2894164,0,0,3925768,0,0,0,141820,0,0,10530837,10530837,0,0,0,0,0,262173840,262173840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808246,0,0,0,0,0,0,0,0,0,0,0,9954193,0,0,0,0
15044,México,Jaltenco,0,ingresos,0,116642467,5695682,5098072,3956465,1127219,1755,1755,595855,0,417143,417143,1198773,880173,0,0,47477,0,0,0,0,241194,150612,20493,318600,184513,0,0,0,0,0,134087,737483,117589,99786,619894,136768,65131,0,43107,0,0,0,71637,65033287,57135198,44316780,6025393,2486095,4306930,4690344,1807313,877383,2005648,1526606,1526606,1681139,30796245,25638128,25638128,5481479,20156649,5158117,2411471,414204,1997267,12625782,12625782,30971,0,90582,0,0,0,17803,0,0,0,0,0,0,0,571009,571009,0,0,16506,0,0,0,22024,0,0,1304,1304,0,0,0,0,0,2746646,2746646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17803,0,0,0,0,0,0,0,0,0,0,0,14388,0,0,0,0
15053,México,Melchor Ocampo,0,ingresos,0,235941336,26667456,22708006,16604278,6103728,0,0,8783012,0,1122348,1122348,20715137,14596616,0,0,3586929,0,0,0,6958517,2704703,2303616,823148,1294959,351430,0,0,288779,0,0,654750,303273,303273,303273,0,0,0,0,0,0,0,0,0,93180234,80899859,60238269,8192057,3946812,8522721,6360458,2454648,1194258,2711552,3636333,3636333,2283584,71252178,53595810,53595810,12194450,41401360,17656368,5234477,1322651,3911826,22689907,22689907,883630,0,401087,0,0,0,0,0,0,0,0,0,0,0,523319,523319,0,0,2703299,0,0,0,0,0,0,10803,10803,0,0,0,0,0,12421891,12421891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15054,México,Metepec,0,ingresos,0,1511347769,479403912,433810470,298960662,113660604,2403564,2403564,43760946,14079,0,0,85613166,45867463,0,0,10938045,0,0,0,0,31648283,30449716,0,39160556,1106248,0,2651897,0,33038199,393882,1970330,17424776,15611838,15584157,1812938,10623386,6865529,0,6567452,0,252735,0,3757857,628699402,570817617,381971027,51938980,47772810,89134800,29958522,15571881,7566929,6819712,13437711,13437711,14485552,270521571,197500221,197500221,32460545,165039676,73021350,46062890,21731710,24331180,0,0,3803230,0,1198567,0,0,0,27681,0,0,0,0,0,0,0,3281135,3281135,0,0,7134815,0,0,0,45342,0,0,19061556,19061556,0,0,0,0,0,26958460,26958460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27681,0,0,0,0,0,0,0,0,0,0,0,21189204,0,0,0,0
15057,México,Naucalpan de Juárez,3.370734183818427,ingresos,1,4801556543,940304934,896531931,680245669,175919472,7540182,7540182,59805439,313376,0,0,265345074,77035038,0,0,17644084,0,0,0,13924,49377921,49377921,0,164424042,3239525,0,18302471,14579004,122146778,1812220,4344044,27283279,17052159,16677062,10229920,21684652,2250405,0,0,0,691953,0,19434247,2286834316,2128061015,1386971084,188677793,210743900,341668238,105662397,56459307,27546773,21656317,580070,580070,52530834,985104288,731718144,731718144,120159240,611558904,253386144,165915650,44707901,121207749,275000000,0,6194402,0,0,0,0,0,375097,0,1200,1200,1200,0,0,0,9999109,9999109,0,0,11449682,0,0,0,1558452,275000000,0,0,0,0,0,0,0,0,87470494,87470494,0,0,275000000,275000000,0,0,0,0,0,0,0,0,0,0,0,0,375097,0,0,0,0,0,0,0,0,0,0,0,40366790,0,0,0,0
15058,México,Nezahualcóyotl,1.4316859176981478,ingresos,0,3712903614,478996080,383854541,323459915,43132696,6539309,6539309,96488556,0,3865283,3865283,130390873,43217025,0,0,18654952,0,0,0,0,16867246,15856631,0,79287522,2794806,0,5388855,0,61606124,7374158,2123579,42602615,25737055,23058565,11795926,7024172,4211397,0,3693665,0,488160,0,2812775,1402907981,1280043857,959876160,130669049,135101880,54396768,84488972,38981126,19142266,26365580,2095320,2095320,36279832,1345027106,923114452,923114452,169826593,753287859,421912654,298132003,45082782,253049221,132000000,0,13933561,0,1010615,0,0,0,2678490,2596822,5069634,5069634,5069634,0,0,0,7694827,7694827,0,0,4721391,0,0,0,29572,132000000,132000000,170089504,170089504,0,0,0,0,0,123780651,123780651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81668,0,0,0,0,0,0,0,0,0,0,0,17261930,0,0,0,0
15059,México,Nextlalpan,0,ingresos,0,150723216,18996506,17867520,5443239,12424281,0,0,1134378,0,744581,744581,4222900,3598903,0,0,1663481,0,0,0,0,1382340,833199,0,618605,73472,0,0,0,0,0,545133,81611,22118,22118,59493,116426,116426,0,116426,0,0,0,0,63773405,57122308,44166414,6004174,2797144,4154576,4966369,1801963,873744,2290662,8073,8073,1676655,62581513,42251337,42251337,13516974,28734363,20330176,4130488,995637,3134851,0,0,1535198,0,549141,0,0,0,0,0,0,0,0,0,0,0,553082,553082,0,0,128283,0,0,0,0,0,0,206274,206274,0,0,0,0,0,16199688,16199688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15060,México,Nicolás Romero,0,ingresos,0,1049539082,115301807,87081288,69716414,11089949,8000,8000,28558767,0,573072,573072,21683250,13556113,0,0,3397832,0,0,0,0,6190650,5709660,0,7780889,2705393,0,3707289,0,0,1500,1366707,4123542,2894977,2843765,1228565,7119128,2138492,0,1317964,0,161365,0,4980636,430750071,391898940,280554392,38181294,33447828,39715426,28197600,11404493,5585636,11207471,39768,39768,10613763,433667036,380321377,380321377,83228662,297092715,53345659,53345659,13542669,39802990,36321176,36321176,1167388,0,480990,0,0,0,51212,0,0,0,0,0,0,0,3967631,3967631,0,0,2230444,0,0,0,659163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51212,0,0,0,0,0,0,0,0,0,0,0,6274925,0,0,0,0
