"nom_ent","nom_mun","mun_inegi","anio","pobtot_mun","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes_mun","per_pea_mpio","per_pea_edo","per_desocupada_mpio","per_desocupada_edo","imn_2020_mpio","ime_2020_edo","po2sm","pder_ss","pea","pe_inac","pocupada","pdesocup","psinder","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","im_2020","gm_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","egresos_inversiones_financieras_y_otras_provisiones","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","prop_corrup_percepcion","prop_corrup_incidencia","prop_corrup_incidencia_5años","pib_edo","graproes_edo","pobtot_edo","pib_percapita_edo"
"Tlaxcala","La Magdalena Tlaltelulco",29048,2018,19036,3426.758405,0.07249,0.191538,"1.6565E-2",0.13828,0.941828,3426.758405,"NA","NA",1,10.95,0.04785669258247531,NA,9.981088463963017e-4,3.6997874049999995,0.920056,0.731027115,79.041124,1284,911,372,892,19,304,1.877133,19.539249,0.355872,0.59312,1.008304,0.88968,21.108179,0,58.757201,"Muy bajo",65231773,23493622,4369281,13275910,2300287,281867,21510806,0,0,65231773,1134392,0,3255296,56868,7009,30025919,26957638,3794651,0,0,0,0,32.4037639007698,12.1951219512195,16.4605137963843,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","San Damián Texóloc",29049,2018,5884,15429.772434,0.014151,1.336737,"1.9750000000000002E-3",0.422005,0.878391,15429.772434,"103.478246","6.7060000000000002E-3",0,10.52,0.4896329027872196,NA,0.020224337185588036,3.6997874049999995,0.924703,0.731027115,75.472457,4311,2881,1858,2762,119,1519,1.680484,22.811725,0.360268,0.360268,0.754846,0.617602,18.138262,0.883753,59.053973,"Muy bajo",90788781,12825751,2731819,9262462,622825,138348,64598710,608866,0,90788781,179352,0,942906,6286,0,18971844,59647684,11040709,0,0,0,0,24.4364292155094,11.1111111111111,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","San Francisco Tetlanohcan",29050,2018,11761,3639.82391,0.066972,0.226477,"3.839E-3",0.180378,0.995389,3639.82391,"NA","NA",1,9.59,0.46229062154578693,NA,0.01811070487203469,3.6997874049999995,0.90277,0.731027115,85.257985,8261,5437,3737,5224,213,3486,4.165692,28.60416,0.82814,0.187825,0.110988,2.510032,28.22669,0.12754,57.65329,"Muy bajo",42807969,18028384,3827507,9808565,1212783,420842,9509888,0,0,42807969,173184,125000,2490061,3330,62162,23907264,15849591,197377,0,0,0,0,55.290968014654,15.3846153846153,45.2364515015533,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","San Juan Huactzinco",29053,2018,7688,4935.424688,0.027992,0.495624,"4.7580000000000001E-3",0.25502,1,4935.424688,"NA","NA",0,10.47,0.538111342351717,NA,0.008064516129032258,3.6997874049999995,0.913558,0.731027115,75.107527,4654,4137,1844,4075,62,2969,2.639558,24.362404,0.340671,0.458415,0.995807,1.599371,27.807173,0.117066,58.342203,"Muy bajo",37943545,12319270,1751867,4905845,841340,324663,7571826,0,0,37943545,215627,0,801902,43688,900,19343388,17537800,0,10228734,0,240,0,NA,NA,15.7539499923301,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","San Lorenzo Axocomanitla",29054,2018,5689,4710.642292,0.023448,0.698776,"5.6759999999999996E-3",0.513264,1,4710.642292,"NA","NA",0,9.99,0.4259096502021445,NA,0.01634733696607488,3.6997874049999995,0.923998,0.731027115,79.922112,4545,2423,2159,2330,93,1143,2.29079,24.452316,0.29898,0.158284,0.211045,0.123109,16.153269,0.087889,59.008959,"Muy bajo",26798844,11453135,2785406,4984159,751336,73865,5698777,0,0,26798844,152105,0,471490,4214,570,17436547,8733918,0,1052166,0,0,0,NA,33.3333333333333,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Santa Apolonia Teacalco",29057,2018,4636,6987.200604,0.006891,0.223441,"1.6260000000000001E-3",0.136411,0.957551,6987.200604,"NA","NA",0,10.5,0.4003451251078516,NA,0.015530629853321829,3.6997874049999995,0.893298,0.731027115,77.195946,2840,1856,1803,1784,72,1769,2.988106,23.047896,0.651607,0.130321,0.91225,3.627281,17.803366,100,57.048335,"Muy bajo",32392662,12158369,2221242,4426166,2315463,11973,11259449,0,0,32392662,52662,0,160437,639,0,18112705,12691194,1375025,0,0,0,0,100,40,100,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Santa Catarina Ayometla",29058,2018,9463,4101.846455,0.026488,0.105135,"5.1970000000000002E-3",0.077566,0.949562,4101.846455,"NA","NA",0,9.4,0.4026207333826482,NA,0.013949064778611435,3.6997874049999995,0.911257,0.731027115,82.985641,7370,3810,3759,3678,132,2089,3.994918,29.939274,0.370763,0.243644,0.455508,1.302966,20.225733,0.052837,58.195283,"Muy bajo",38815773,18027391,2438418,6006771,1534367,1154397,9654429,0,0,38815773,201728,0,758905,9756,5899,22335382,13546324,1957779,0,0,0,0,28.5780958307405,10.5263157894736,17.1748150820855,98881.599,10.134516129032258,865169,0.1142916574680785
"Veracruz de Ignacio de la Llave","Banderilla",30026,2018,25993,3120.52206399999,0.153554,0.975891,"2.4844999999999999E-2",0.546357,1,3120.52206399999,"3.9315579999999999","1.2600000000000001E-3",1,10.2,0.49613357442388334,NA,0.01184934405416843,3.0070709399999997,0.914333,0.603862605,68.165312,18108,12896,8256,12588,308,7871,3.847511,29.051323,0.080875,0.238774,1.729184,1.58669,22.592106,12.437964,58.391706,"Muy bajo",81111730,15499968,5414747,17523008,5351663,27097,31513829,102193,0,81111730,3218008,0,6968137,2268900,0,25916518,42740167,0,5679225,0,0,0,26.4111037673496,NA,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Boca del Río",30028,2018,144550,4949.528848,0.322024,4.210846,"0.15071699999999999",3.84022,1,4949.528848,"84.438713000000007","1.7059999999999999E-2",2,11.4,0.5247111726046351,NA,0.011393981321342096,3.0070709399999997,0.938551,0.603862605,59.746141,106297,75847,48421,74200,1647,37841,2.361972,22.20687,0.034048,0.04725,0.404408,0.665151,13.281594,1.764787,59.938355,"Muy bajo",715454395,244686327,35639027,162042225,20309252,9152095,227865688,12205616,0,715454395,124761988,0,38563396,52117705,14950107,252363102,232698097,0,2290166,1263999,0,0,35.3324582218407,4.34782608695652,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Camerino Z. Mendoza",30030,2018,41835,3015.692028,0.08948,1.58775,"NA",0.997456,0.884175,3015.692028,"NA","NA",2,9.55,0.4444125732042548,NA,0.01109119158599259,3.0070709399999997,0.875676,0.603862605,79.471072,30270,18592,15615,18128,464,11546,8.791209,35.090347,0.311087,0.26562,8.595563,8.420876,24.530876,16.703717,55.92297,"Bajo",126161476,44042320,5517586,14246736,3059252,0,59295582,0,0,126161476,4778753,0,4500181,0,702500,47271230,54296128,14612684,0,0,0,0,70,20,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Coatzacoalcos",30039,2018,310698,4353.871737,0.146195,16.459745,"9.0096999999999997E-2",12.676748,0.996221,4353.871737,"350.97995200000003","8.0613000000000004E-2",3,10.34,0.5027711797307997,NA,0.016652826860810176,3.0070709399999997,0.920431,0.603862605,65.358354,242573,156210,98772,151036,5174,67211,3.577829,26.729945,0.240008,0.364718,2.602067,1.298608,19.681721,2.847138,58.781158,"Muy bajo",1352739241,567131384,56822194,262208580,72336407,83906312,194976264,109048769,0,1352739241,132386974,872866,41880817,13347004,8529029,780602708,370008117,5111726,6309331,0,0,0,84.0809671872633,NA,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Coatzintla",30040,2018,55016,2530.736259,0.106917,1.88569,"2.8513E-2",1.139504,1,2530.736259,"21.348299000000001","8.4360000000000008E-3",2,9.98,0.4916387959866221,NA,0.012032863167078668,3.0070709399999997,0.89343,0.603862605,68.135207,40964,27048,17467,26386,662,13998,5.016259,27.784161,0.353808,0.556245,5.861541,8.852495,19.651062,38.128908,57.05677,"Muy bajo",139230986,28576270,20033960,26530181,2230245,2040209,54794347,1174498,0,139230986,5547734,0,6419571,310712,2608122,34445487,89899360,0,3851276,0,0,0,37.1728349052547,9.09090909090909,11.3645555285933,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Córdoba",30044,2018,204721,3512.486916,0.207629,3.284405,"6.1275000000000003E-2",2.395079,1,3512.486916,"25.527235000000001","7.2680000000000002E-3",3,9.96,0.5212166802624059,NA,0.008352831414461633,3.0070709399999997,0.904037,0.603862605,74.172246,137623,106704,60307,104994,1710,67012,3.688298,30.185771,0.270981,0.438079,3.953977,3.011177,20.461235,22.596607,57.734158,"Muy bajo",719079834,199931916,58918550,156647461,41906493,23634523,176012082,5225961,0,719079834,62109362,0,59126781,12939918,15125709,310075271,259702793,0,42774963,14027885,0,0,80.6619738781951,14.7540983606557,51.7486140614476,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Cosoleacaque",30048,2018,130903,3789.747477,0.085221,3.72991,"3.4917999999999998E-2",1.497539,1,3789.747477,"93.196580999999995","2.4591999999999999E-2",2,9.54,0.48647471792090324,NA,0.016202837215342658,3.0070709399999997,0.88791,0.603862605,72.801392,93930,63681,42638,61560,2121,36821,5.476233,32.112776,0.478377,0.617137,10.577962,1.800814,22.509434,30.951162,56.704253,"Muy bajo",496089314,91182557,28125437,62895138,14624325,13613659,246114019,12199712,0,496089314,22723183,67500,16570851,2897091,18667,148437176,305374846,0,27334467,0,0,0,83.4507351006927,NA,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Fortín",30068,2018,66372,2465.255755,0.202312,1.627297,"7.1424000000000001E-2",1.385997,1,2465.255755,"34.738157999999999","1.4090999999999999E-2",2,10.16,0.5166184535647562,NA,0.009386488278189598,3.0070709399999997,0.901977,0.603862605,75.186353,45998,34289,20196,33666,623,20343,4.022181,29.088688,0.502414,0.478274,2.694629,3.494319,17.575697,38.462002,57.60261,"Muy bajo",163623955,51129932,20679727,34363119,2165047,2783285,50197204,2305641,0,163623955,12783089,0,14287278,4545575,0,53212131,71445198,0,0,0,7350684,0,95.630581156582707,14.2857142857142,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Ixtaczoquitlán",30085,2018,74004,4644.156708,0.08381,0.172808,"2.5994E-2",0.126533,0.95781,4644.156708,"22.140236000000002","4.7670000000000004E-3",2,9.17,0.47406896924490566,NA,0.00963461434517053,3.0070709399999997,0.888292,0.603862605,77.156885,57160,35083,24570,34370,713,16833,6.10195,34.196344,0.698165,0.396439,2.321805,4.814028,21.200634,48.201449,56.728696,"Muy bajo",343686173,71638775,40619496,108577580,3084750,9583913,103865292,1638466,0,343686173,12044681,4889589,6438928,757967,3457943,147404611,154192454,14500000,4677901,0,0,0,5.08130081300813,11.7647058823529,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Xalapa",30087,2018,488531,2973.852079,0.174135,78.293646,"7.7830999999999997E-2",57.55113,1,2973.852079,"23.499255999999999","7.9019999999999993E-3",3,11.27,0.5195924107170272,NA,0.012130243525999373,3.0070709399999997,0.928694,0.603862605,65.754257,352281,253837,154690,247911,5926,135605,2.734714,22.075701,0.120729,0.308803,0.980614,1.712289,15.997032,3.739988,59.308835,"Muy bajo",1452818930,626230496,69278997,186448915,45178414,94855390,115725964,11480115,0,1452818930,126971945,415990,77264684,28637081,19696333,731505837,468327060,0,303620639,0,0,0,71.824749901728,14.569536423841,30.923013708864,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Minatitlán",30108,2018,144776,3610.38456,0.153237,25.905625,"5.5291E-2",16.961316,1,3610.38456,"211.33852300000001","5.8535999999999998E-2",2,9.64,0.4803351384207327,NA,0.013759186605514727,3.0070709399999997,0.88587,0.603862605,64.615683,108718,69541,49304,67549,1992,35999,5.658074,33.488192,1.100469,0.937719,10.632094,5.654523,21.963127,30.004973,56.573994,"Muy bajo",522697035,195898583,22763246,71124304,13274055,45807759,22271859,30596746,0,522697035,40318290,0,30634301,7193741,1949963,218433549,224167191,0,120960483,0,0,0,31.9349530539154,4.54545454545454,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Nogales",30115,2018,37314,3058.044702,0.122476,0.862857,"4.403E-2",0.632444,0.963264,3058.044702,"79.011604000000005","2.5836999999999999E-2",2,9.23,0.45746904647049363,NA,0.008763466795304712,3.0070709399999997,0.874617,0.603862605,86.466472,25904,17070,12829,16743,327,11368,5.96999,36.728281,0.796567,0.522999,4.350275,6.206249,26.331528,43.021386,55.855356,"Bajo",114107880,41162723,8388703,21145916,3771066,436583,36254650,2948239,0,114107880,7490725,92734,5284395,144117,450055,43309793,53144184,4191877,0,0,0,0,38.2454378034488,13.3333333333333,17.3182103469918,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Orizaba",30118,2018,123182,6528.431069,0.442001,21.114247,"4.7481000000000002E-2",27.3914319999999,0.915005,6528.431069,"142.33491100000001","2.1801999999999998E-2",2,11.35,0.48913802341251156,NA,0.01238817359679174,3.0070709399999997,0.932387,0.603862605,69.732844,92985,60253,43634,58727,1526,30152,2.122852,20.844360000000002,0.062826,0.159104,0.126468,0.705771,14.74347,2.177266,59.544669,"Muy bajo",804185196,238371232,138743061,155548668,39130963,0,214858173,17533099,0,804185196,54202467,345284,118545270,139644406,12501462,301977238,108617488,68351581,0,0,0,0,73.2281236395298,7.5,45.8217699660807,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Pánuco",30123,2018,96185,3343.511441,0.070092,43.396154,"2.3740000000000001E-2",20.043237,0.956216,3343.511441,"227.27630099999999","6.7974999999999994E-2",2,8.57,0.4656755211311535,NA,0.00793262982793575,3.0070709399999997,0.875223,0.603862605,76.137790999999993,73719,44791,31902,44028,763,22411,5.598496,39.109523,0.515178,1.222634,8.605465,4.569727,23.779366,45.599626,55.894067,"Bajo",321595648,76889235,12695766,42490668,2378333,947756,164333319,21860571,0,321595648,10594503,0,7473496,748633,2737581,82850941,203109668,14080826,0,0,0,0,39.996096037478,NA,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Poza Rica de Hidalgo",30131,2018,189457,3562.197982,0.159075,29.974978,"4.2627999999999999E-2",23.327934,1,3562.197982,"41.487340000000003","1.1646999999999999E-2",3,10.84,0.4804573069350829,NA,0.011580464168650407,3.0070709399999997,0.911284,0.603862605,64.78418,138222,91026,66534,88832,2194,50983,2.965279,23.687577,0.276268,1.274757,6.893443,4.479986,17.884104,4.961548,58.197008,"Muy bajo",674883343,279106109,29176860,133392496,13812677,24049207,152352977,7860067,0,674883343,40158163,9483,56442662,4134323,6612566,286353685,281172461,0,35132950,0,0,0,49.5847157749152,3.27868852459016,14.6500940306128,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Pueblo Viejo",30133,2018,57909,2974.344126,0.097907,4.280184,"2.5082E-2",1.987191,0.990193,2974.344126,"189.40090499999999","6.3677999999999998E-2",2,8.81,0.482273912517916,NA,0.013987463088639072,3.0070709399999997,0.876995,0.603862605,67.151083,40413,27928,18106,27118,810,17468,4.165315,35.537502,0.664004,2.2462,14.148121,4.585538,27.5676,18.489354,56.007182,"Bajo",172241294,29808259,11131961,30490564,8688562,4068308,77085623,10968017,0,172241294,6106199,738064,7231381,285263,2337346,40461866,113391921,1689254,0,0,0,0,52.5622141251259,NA,33.6142051207869,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Rafael Delgado",30135,2018,24127,2798.145314,0.056411,3.105135,"1.8419999999999999E-2",1.127374,1,2798.145314,"67.319310000000002","2.4059000000000001E-2",1,8.18,0.4747378455672069,NA,0.008703941642143656,3.0070709399999997,0.850851,0.603862605,88.934591,15757,11454,7518,11244,210,8366,9.627809,44.5668,0.510649,0.58953,9.615145,9.154316,37.870708,15.19874,54.337575,"Medio",67510852,11780052,3723047,7625199,1169419,1744254,37591206,1624213,0,67510852,1611624,0,1343334,851153,2273,14730387,48972081,0,2253462,0,0,0,23.066663109878,14.2857142857142,12.6854374810778,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Río Blanco",30138,2018,41795,2765.127408,0.124887,18.050155,"4.3837000000000001E-2",13.367321,1,2765.127408,"83.986817000000002","3.0374000000000002E-2",2,10.64,0.46766359612393826,NA,0.012728795310443833,3.0070709399999997,0.925864,0.603862605,70.18234,29866,19546,15283,19014,532,11914,2.58251,24.752242,0.102999,0.198812,0.36888,0.881479,19.311913,0.023926,59.128126,"Muy bajo",115568500,40667653,12748525,21481245,2047311,6359862,28408031,3510229,0,115568500,6753958,0,7549695,129393,0,58794025,42341429,0,345644,0,0,0,37.2174155735417,NA,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Tihuatlán",30175,2018,92726,3549.593577,0.13282,13.083231,"1.9675999999999999E-2",5.651706,0.961162,3549.593577,"164.604782","4.6372999999999998E-2",2,8.47,0.4841144878459116,NA,0.006125574272588055,3.0070709399999997,0.832559,0.603862605,83.298981,61945,44890,28820,44322,568,30615,7.747142,38.645551,0.496029,1.462149,25.580591,8.148268,27.402761,62.171344,53.169422,"Medio",329139614,45383693,26134103,46990958,14823045,3694621,176850051,15263143,0,329139614,9025916,284288,11171502,1318720,20218074,69633254,204704713,12783147,0,0,0,0,76.7288861689106,11.1111111111111,38.5206143896523,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Tlalnelhuayocan",30182,2018,19664,2473.432211,0.088898,11.330345,"2.9273E-2",5.980694,1,2473.432211,"69.883645000000001","2.8254000000000001E-2",1,8.42,0.49959316517493896,NA,0.010984540276647681,3.0070709399999997,0.869078,0.603862605,87.43825,12951,9824,5536,9608,216,6602,7.540595,41.605687,0.445218,0.245637,0.424748,3.198403,32.426441,63.751017,55.501625,"Bajo",48637571,6461985,6663694,10265241,233678,136817,22767696,1374192,0,48637571,1992329,179966,1607362,491955,52177,14168935,30144847,0,734268,0,0,0,50,25,NA,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Tuxpan",30189,2018,154600,4108.04121,0.156431,126.509685,"4.7454999999999997E-2",90.405682,1,4108.04121,"335.67168800000002","8.1711000000000006E-2",3,9.87,0.4848576972833118,NA,0.011630012936610609,3.0070709399999997,0.887703,0.603862605,73.641155,112389,74959,51341,73161,1798,42044,3.909846,29.457407,0.482884,0.736672,14.538213,4.019499,19.63866,23.599612,56.691078,"Muy bajo",635103171,222854859,42271972,117730385,6105550,4852969,96729836,51894843,0,635103171,42817974,4800000,43780679,1056164,6895019,275908522,259844813,0,92662757,0,0,0,42.869685931586,2.7027027027027,5.52710577432456,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Veracruz de Ignacio de la Llave","Veracruz",30193,2018,607209,3272.367998,0.17043,75.679442,"6.8044999999999994E-2",65.819998,1,3272.367998,"99.951421999999994","3.0544000000000002E-2",3,10.6,0.5267790826552308,NA,0.012684265220047793,3.0070709399999997,0.928144,0.603862605,66.116773,435406,319865,191327,312163,7702,170452,2.39025,24.114569,0.120351,0.109771,0.523562,1.464228,15.960197,11.200921,59.273735,"Muy bajo",1987011300,862956750,80657726,490003459,44133663,22424673,239823205,60691403,0,1987011300,168784865,0,123244210,22061377,24555483,969629951,678735414,0,177847374,8473047,0,0,56.7167546590857,8.28025477707006,9.8693895448993,794018.6469999999,9.826818181818181,3131567,0.25355314032878745
"Yucatán","Kanasín",31041,2018,141939,1881.627065,0.202791,0.462474,"0.105173",0.328468,1,1881.627065,"NA","NA",2,9.13,0.5184339751583427,NA,0.009637943060046922,1.7940684125,0.91011,0.644259103,71.092001,104257,73586,37378,72218,1368,37361,3.854164,30.569745,2.099878,0.40838,1.192663,0.882579,24.586632,1.540098,58.122019,"Muy bajo",267076264,76681066,36951338,37588718,6611155,1341449,98938059,0,0,267076264,28089271,0,26047429,23952,0,116063599,96852013,0,8964479,0,0,0,34.0798691005777,8.86075949367088,20.3689596244518,261283.809,9.7425,1272223,0.20537579418073718
