"nom_ent","nom_mun","mun_inegi","anio","pobtot_mun","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes_mun","per_pea_mpio","per_pea_edo","per_desocupada_mpio","per_desocupada_edo","imn_2020_mpio","ime_2020_edo","po2sm","pder_ss","pea","pe_inac","pocupada","pdesocup","psinder","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","im_2020","gm_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","egresos_inversiones_financieras_y_otras_provisiones","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","prop_corrup_percepcion","prop_corrup_incidencia","prop_corrup_incidencia_5años","pib_edo","graproes_edo","pobtot_edo","pib_percapita_edo"
"Puebla","San Andrés Cholula",21119,2019,154448,6449.110445,0.490982,9.243234,"NA",10.96188,0.929403,6449.110445,"NA","NA",3,12.07,0.5145226872474878,NA,0.010650833937635967,2.639125,0.938523,0.651962268,58.409568,103265,79467,48269,77822,1645,48889,1.688716,18.832461,0.171366,0.06459,3.563755,1.259205,11.423264,1.283927,59.936582,"Muy bajo",996052210,217157798,81397785,260274936,123784484,122744694,190692513,0,0,996052210,252286307,74210,173618899,4488815,24050793,250209284,221005612,70318290,0,0,0,0,50.170395614165,19.047619047619,NA,595393.262,10.91,2312374,0.25748138579658825
"Puebla","San Pedro Cholula",21140,2019,138433,5393.127116,0.424352,1.209097,"NA",1.222999,0.949907,5393.127116,"64.640656000000007","1.1986E-2",2,10.94,0.5169937803847349,NA,0.009318587331055457,2.639125,0.925099,0.651962268,64.381483,91540,71569,40069,70279,1290,45893,2.292035,26.191041,0.399898,0.162723,2.823366,1.774945,16.442049,6.639313,59.079282,"Muy bajo",746586766,205695179,45547321,161640829,122490044,22647343,179617650,8948400,0,746586766,122670131,405844,108958829,55760857,13111323,164923543,243266291,37398955,0,0,90993,0,40.9802951269175,6.25,15.9973674487345,595393.262,10.91,2312374,0.25748138579658825
"Puebla","Tehuacán",21156,2019,327312,2735.738632,0.156499,7.548977,"NA",5.590507,1,2735.738632,"3.1497679999999999","1.1509999999999999E-3",3,9.47,0.5333382216356259,NA,0.007616586009678838,2.639125,0.895259,0.651962268,80.505272,211854,174568,83160,172075,2493,115202,4.935336,34.28325,0.227252,0.462488,2.605128,6.06847,24.941603,6.904116,57.17363,"Muy bajo",895440083,322655880,79835098,156861302,75415781,17386187,119841752,1030957,0,895440083,61754129,0,59445033,7989275,10946700,345828174,409476772,0,122413126,0,0,0,34.5156055224968,7.76699029126213,5.89070382545061,595393.262,10.91,2312374,0.25748138579658825
"Querétaro de Arteaga","Corregidora",22006,2019,212567,7429.690239,0.631736,41.740396,"0.378303",81.683374,0.939737,7429.690239,"251.08393100000001","3.3794999999999999E-2",3,12.22,0.5418056424562608,NA,0.010039187644366248,4.3123000000000005,0.953876,0.766618908,41.26322,167496,115170,60050,113036,2134,44640,1.676293,14.25705,0.07853,0.127254,1.132536,1.251928,7.37586,12.925807,60.917041,"Muy bajo",1579306965,480882824,128726423,459960697,117447430,64723175,268271027,53372158,0,1579306965,708288073,0,147601340,33084909,48606826,337155773,209396979,95173065,0,5923231,0,0,19.4647814018043,9.39597315436241,9.19662767497359,403298.963,11.06,1791816,0.22507833561035284
"Querétaro de Arteaga","El Marqués",22011,2019,231668,7799.078405,0.688688,15.697666,"NA",25.840086,1,7799.078405,"NA","NA",3,10.59,0.5467651984736779,NA,0.00887045254415802,4.3123000000000005,0.919805,0.766618908,55.043755,182969,126668,55543,124613,2055,48174,2.881994,22.552831,0.569345,0.350266,3.607875,2.83016,16.282671,38.526253,58.74118,"Muy bajo",1806796896,401914458,100051636,423934326,147563606,305726700,250707187,0,0,1806796896,941808975,0,152409252,433510,149667301,331975378,230502480,0,176898983,0,0,0,100,NA,NA,403298.963,11.06,1791816,0.22507833561035284
"Querétaro de Arteaga","Querétaro",22014,2019,1049777,6402.066717,0.674918,67.629446,"0.42571500000000001",113.96277,1,6402.066717,"87.187336000000002","1.3618999999999999E-2",3,11.43,0.5476563117690709,NA,0.010653691212514659,4.3123000000000005,0.945232,0.766618908,51.040727,837970,574917,283227,563733,11184,205658,1.948433,17.174105,0.214555,0.100208,1.004105,1.45025,10.53682,7.140088,60.364983,"Muy bajo",6720742392,1586345310,334897579,1760366916,469249471,301105857,823514139,91527260,0,6720742392,2929720168,0,603014241,284522405,718691084,1304484905,880309589,0,1353735860,0,0,0,23.4027358716261,10.4651162790697,13.1841047702686,403298.963,11.06,1791816,0.22507833561035284
"Querétaro de Arteaga","San Juan del Río",22016,2019,297804,4502.343095,0.454282,14.897615,"0.19136400000000001",15.7425,1,4502.343095,"17.994727999999999","3.9969999999999997E-3",3,10,0.5038448106808505,NA,0.009254408940108259,4.3123000000000005,0.920912,0.766618908,63.719958,236237,150047,86287,147291,2756,60336,3.131193,24.049727,0.951314,0.313609,1.113701,1.143507,16.316296,27.042283,58.811846,"Muy bajo",1340815783,384848035,93301942,295054853,201796957,122640690,181763693,5358902,0,1340815783,382955892,0,168009887,821809,57320534,424866214,306841447,0,53790979,2259732,0,0,39.6623785043302,2.84090909090909,8.7381392483056,403298.963,11.06,1791816,0.22507833561035284
"Quintana Roo","Isla Mujeres",23003,2019,22686,20708.759499,0.458088,14.710527,"0.18734999999999999",25.485285,0.899198,20708.759499,"710.20007899999996","3.4294999999999999E-2",1,8.92,0.5359252402362691,NA,0.004672485233183461,3.0797750000000006,0.891641,0.758917923,56.792401,16778,12158,5687,12052,106,5845,3.258386,31.520586,0.413701,2.366022,6.018148,3.226094,39.377235,12.536366,56.942514,"Muy bajo",469798918,257169308,25658633,113776313,25594437,8427316,23061312,16111599,0,469798918,95410607,0,80003007,13717035,4384964,129653224,99273294,47356787,0,0,0,0,22.7909834491763,17.6470588235294,18.0450821342681,290182.71,10.0925,1501637,0.1932442461127423
"Quintana Roo","Othón P. Blanco",23004,2019,233648,3946.309692,0.227566,10.822329,"0.110404",9.633529,1,3946.309692,"264.75312000000002","6.7088999999999996E-2",3,10.19,0.522949051564747,NA,0.008756762309114565,3.0797750000000006,0.905324,0.758917923,69.301636,184650,122186,67008,120140,2046,48523,4.077818,24.615875,0.76043,0.93578,1.767826,2.592662,24.315889,25.281192,57.816396,"Muy bajo",922047367,445930227,55802864,132252649,19658591,17105959,172321876,61859037,0,922047367,102370348,28564,87740096,10404681,9282617,317882452,394338609,0,17116164,0,0,0,50.7680756913345,8.78378378378378,23.9913832897368,290182.71,10.0925,1501637,0.1932442461127423
"Quintana Roo","Benito Juárez",23005,2019,911503,4876.631276,0.633752,0.48811,"0.30371799999999999",0.905787,1,4876.631276,"221.39121","4.5398000000000001E-2",3,10.56,0.5515999398795177,NA,0.01007018078931172,3.0797750000000006,0.935038,0.758917923,51.625178,661516,502785,226842,493606,9179,238769,1.868485,20.368671,0.063619,0.355648,1.611569,1.382597,22.350084,0.320021,59.714006,"Muy bajo",4445064038,1818053225,211697636,991323498,822287750,32775116,258607505,201798752,0,4445064038,1597941731,0,1059575937,35956927,123594961,762225734,865768748,0,108520556,0,0,0,50.171285717753,16.6666666666666,23.7073038658781,290182.71,10.0925,1501637,0.1932442461127423
"Quintana Roo","Solidaridad",23008,2019,333800,7111.291315,0.723003,1.965476,"0.363396",4.393822,1,7111.291315,"285.301534","4.0120000000000003E-2",3,10.7,0.5643948472139005,NA,0.010404433792690234,3.0797750000000006,0.932871,0.758917923,51.475437,230165,188395,65912,184922,3473,91909,1.727767,17.731494,0.273502,0.817407,1.125726,1.598781,24.259077,1.791492,59.57563,"Muy bajo",2373749041,817683058,197712742,454492222,242230409,22949697,285802356,95233652,0,2373749041,908414157,50581476,662413760,14776563,80042108,302416292,355104685,0,257644905,0,0,0,50.8489473053413,14.2857142857142,8.86801677012192,290182.71,10.0925,1501637,0.1932442461127423
"San Luis Potosí","Ciudad Valles",24013,2019,179371,3530.352264,0.120531,7.313447,"3.7131999999999998E-2",5.641944,0.902543,3530.352264,"142.968233","4.0496999999999998E-2",3,9.91,0.4919022584475751,NA,0.007398074382146501,2.6572250000000004,0.899556,0.687515622,72.796245,144321,88233,57514,86906,1327,34904,4.214316,25.134976,0.897675,1.300564,2.86225,6.231333,19.722097,23.98381,57.447995,"Muy bajo",633242816,196179204,50928436,139644594,73341684,12686553,134817990,25644355,0,633242816,25593392,0,27978304,2686491,12449220,279705812,221627046,61713684,0,0,1488867,0,20.6956619465048,8.49056603773585,NA,368609.77499999997,10.656666666666666,1423351,0.25897320829507264
"San Luis Potosí","San Luis Potosí",24028,2019,911908,3807.732275,0.329161,53.780664,"0.16506599999999999",50.763654,1,3807.732275,"114.307959","3.0020000000000002E-2",3,11.38,0.5306511183145668,NA,0.009731244818556258,2.6572250000000004,0.947176,0.687515622,47.74926,750148,483905,261845,475031,8874,159643,1.762741,18.801016,0.283955,0.222686,1.776246,1.280194,8.996406,4.373467,60.489145,"Muy bajo",3472301523,1045943083,172047217,980692987,236044457,63330971,406685847,104238342,0,3472301523,702171159,2434759,304955950,38076548,95306579,1627637992,701718536,0,463318619,0,0,0,41.6053668042689,10.9546165884194,12.1185473904363,368609.77499999997,10.656666666666666,1423351,0.25897320829507264
"San Luis Potosí","Soledad de Graciano Sánchez",24035,2019,332072,2775.894312,0.197589,9.669261,"8.6990999999999999E-2",8.52755,0.927001,2775.894312,"129.62318999999999","4.6696000000000001E-2",3,10.68,0.5200137319617433,NA,0.009549133922763738,2.6572250000000004,0.944109,0.687515622,54.96932,276190,172682,91609,169511,3171,55060,1.764675,19.247411,0.105171,0.220806,0.793121,0.963183,10.054609,3.685646,60.293282,"Muy bajo",921796776,303747137,87853038,213104487,118257787,11052916,144737179,43044232,0,921796776,87920690,1650499,60563276,0,18706845,421981488,263684015,67289963,0,0,0,0,34.7933108469506,10.2439024390243,11.9248943965676,368609.77499999997,10.656666666666666,1423351,0.25897320829507264
"Sinaloa","Ahome",25001,2019,459310,3537.260401,0.280108,1.923109,"0.14943500000000001",1.625918,1,3537.260401,"23.496939000000001","6.6429999999999996E-3",3,10.66,0.4839454834425551,NA,0.008606387842633515,3.242325,0.918614,0.754539653,66.948249,367807,222281,148817,218328,3953,91293,2.352662,23.883283,1.123689,0.339119,0.972505,1.242074,18.759773,26.66957,58.66511,"Muy bajo",1624699075,458759808,146125266,383975540,407925287,55422898,146414217,10792379,0,1624699075,318185547,0,56188486,9122636,71594622,694355121,475252663,0,15283680,0,0,0,39.1346473659093,8.71794871794871,7.6779656059897,398152.897,10.85,1964281,0.20269650676252532
"Sinaloa","Culiacán",25006,2019,1003530,3684.336825,0.369958,12.051236,"0.24677499999999999",14.139916,1,3684.336825,"116.36139","3.1583E-2",3,11.06,0.50322162765438,NA,0.006718284455870776,3.242325,0.933988,0.754539653,53.321282,797932,504998,294747,498256,6742,202978,2.596445,23.661226,0.496153,0.104791,0.808701,1.591757,15.604659,13.212859,59.646956,"Muy bajo",3697342534,1697781221,325143889,710295192,332537234,105177340,195025617,116772146,0,3697342534,1044407758,0,158157981,25834391,139460293,1441037140,888444971,0,214609895,0,0,0,48.1849809699461,10.5150214592274,13.4851773833072,398152.897,10.85,1964281,0.20269650676252532
"Sinaloa","Mazatlán",25012,2019,501441,4394.275745,0.399994,50.507276,"0.216311",48.86583,1,4394.275745,"89.486553999999998","2.0364E-2",3,10.83,0.51161552405966,NA,0.007893251648748307,3.242325,0.934818,0.754539653,55.05458,401328,256545,152583,252587,3958,99672,1.865167,24.282085,0.417747,0.20566,0.581432,1.475852,17.190521,6.659208,59.699964,"Muy bajo",2203470024,771402676,233611465,274114683,509081911,42841642,207051652,44872227,0,2203470024,679580855,0,139716604,10115344,51961336,847351127,474744758,0,120493768,0,0,0,45.6526583945059,5.24475524475524,6.95367348376341,398152.897,10.85,1964281,0.20269650676252532
"Sonora","Cajeme",26018,2019,436484,3633.314481,0.260215,24.087599,"0.12822",21.103204,0.970991,3633.314481,"282.95748500000002","7.7879000000000004E-2",3,10.8,0.4954637512486139,NA,0.01050897627404441,4.287475,0.933533,0.787494922,62.926013,368778,216262,141201,211675,4587,67319,1.663411,18.881671,0.419394,0.408813,0.838324,1.510806,14.09648,8.67065,59.617888,"Muy bajo",1585883638,617542738,110543327,269951928,293634205,24888488,84538815,123506415,0,1585883638,230583721,200,122279050,7885777,39950304,726202400,412977186,46005000,61277722,0,0,0,49.2536774586925,10.1045296167247,11.6350707590002,580732.615,10.428333333333335,2157800,0.26913180785985724
"Sonora","Guaymas",26029,2019,156863,4250.884186,0.292349,6.385194,"0.175957",5.424466,0.999736,4250.884186,"588.18669799999998","0.13836799999999999",3,10.11,0.48421871314459114,NA,0.007911362144036515,4.287475,0.916328,0.787494922,60.353798,131801,75956,49595,74715,1241,24862,2.290167,24.322454,1.521746,0.78241,1.61561,6.431143,19.207355,14.773401,58.519133,"Muy bajo",666806446,249353168,31902182,119507417,89785149,30918640,53075160,92264730,0,666806446,143788005,0,36059710,2125029,12916018,289669418,182072476,175790,0,0,0,0,67.5477315788377,4.3010752688172,2.36469556502129,580732.615,10.428333333333335,2157800,0.26913180785985724
"Sonora","Hermosillo",26030,2019,936263,3752.988017,0.38438,95.584149,"0.20363100000000001",100.616811,0.943081,3752.988017,"435.28441299999997","0.115983",3,11.3,0.5132735139592187,NA,0.009956604073855317,4.287475,0.946465,0.787494922,47.174923,766406,480559,274767,471237,9322,166919,1.43976,17.562774,0.187077,0.258912,0.48808,1.791786,13.896215,3.713914,60.443754,"Muy bajo",3513783820,1375076606,144945613,627421444,333943777,62440247,207375355,407540690,0,3513783820,832780299,399090,319149613,35498168,85924035,1260618167,779414448,200000000,315595681,39444407,0,0,49.52386539176,12.5186289120715,6.75112967633459,580732.615,10.428333333333335,2157800,0.26913180785985724
"Sonora","Navojoa",26042,2019,164387,4048.587078,0.184491,0.137514,"8.1722000000000003E-2",0.107058,0.966954,4048.587078,"286.02935100000002","7.0649000000000003E-2",3,10.31,0.4796425508099789,NA,0.010609111426086004,4.287475,0.907291,0.787494922,69.12496,143406,78847,54612,77103,1744,20740,2.514857,23.290769,1.784439,0.870839,1.880252,4.181212,21.898808,26.438222,57.941975,"Muy bajo",665535084,257715346,40509329,110356074,117501635,23223950,69209243,47019507,0,665535084,66952075,0,44907893,2377076,4490508,337265222,187548813,21993497,0,0,0,0,27.7663397697508,10.752688172043,2.26160059342289,580732.615,10.428333333333335,2157800,0.26913180785985724
"Sonora","Nogales",26043,2019,264782,3849.63445,0.253921,1.185052,"0.115247",1.063763,0.93088,3849.63445,"700.447092","0.181952",3,10.59,0.5140681768398154,NA,0.008516439939270797,4.287475,0.924209,0.787494922,77.973482,217031,136116,72196,133861,2255,47264,0.995261,16.492045,0.165961,0.334089,4.556338,1.194165,15.264921,1.376604,59.022417,"Muy bajo",1019313909,384842069,70664186,172968974,126971642,12685920,65715336,185465782,0,1019313909,155258998,0,66746676,2325271,13952940,314606418,385526479,70455108,0,0,10442019,0,47.8532167283058,7.10659898477157,3.92061581278231,580732.615,10.428333333333335,2157800,0.26913180785985724
"Sonora","San Luis Río Colorado",26055,2019,199021,3652.770647,0.228038,13.401344,"8.1894999999999996E-2",10.959526,0.998856,3652.770647,"75.996312000000003","2.0805000000000001E-2",3,9.46,0.4985604534194884,NA,0.007848418006140055,4.287475,0.916555,0.787494922,74.492489,137507,99224,59237,97662,1562,61152,2.357262,29.139995,0.248335,0.761304,0.540524,2.090303,18.193199,8.223253,58.533645,"Muy bajo",726978067,258507258,87857124,112055546,110778918,36421064,93192693,15124862,0,726978067,72947049,0,59970092,5984639,26687103,316689580,243867785,831819,13040602,0,0,0,35.1345085341967,10.5263157894736,1.37117850847869,580732.615,10.428333333333335,2157800,0.26913180785985724
"Tabasco","Centro",27004,2019,683607,4865.040295,0.153613,8.060077,"NA",7.55591,0.957944,4865.040295,"170.82279700000001","3.5111999999999997E-2",3,10.96,0.5127024737897652,NA,0.013181550218180915,7.0755,0.919639,0.674434954,63.380291,470818,350487,202109,341476,9011,211824,3.021737,21.588439,0.421065,0.136433,1.300236,1.778799,21.960909,24.690648,58.730588,"Muy bajo",3325775601,1617395787,229102416,681340871,171469476,94586922,415104469,116775660,0,3325775601,262913748,0,204403770,3982958,18096941,1579891585,1116617139,139869460,0,0,0,0,43.5782050597779,6.61434977578475,10.3628645471745,448891.865,10.745000000000001,833907,0.5382996725054472
"Tabasco","Nacajuca",27013,2019,150300,3452.879434,0.089032,1.540342,"4.2768E-2",1.283684,1,3452.879434,"6.4637E-2","1.9000000000000001E-5",3,10.53,0.5053160345974718,NA,0.011184298070525615,7.0755,0.904747,0.674434954,65.47222,105831,75949,41597,74268,1681,44047,5.15322,21.866974,0.863369,0.17214,1.271034,2.422067,23.865591,49.069195,57.77954,"Muy bajo",518967779,265450322,43772144,84766902,35200558,16539142,66952778,9715,0,518967779,22436208,0,22264394,0,1504087,275565477,197197613,0,6276218,0,0,0,48.2782853127196,12.1951219512195,24.2971428571428,448891.865,10.745000000000001,833907,0.5382996725054472
"Tamaulipas","Altamira",28003,2019,269790,4691.313759,0.168128,14.140485,"6.4464999999999995E-2",14.017475,1,4691.313759,"88.272233999999997","1.8815999999999999E-2",3,9.76,0.4918269765373068,NA,0.011786945401979318,3.47015,0.923667,0.772446038,63.111204,208228,132690,79644,129510,3180,59895,2.657891,26.701134,0.190535,0.489786,1.211949,1.418948,19.5744,8.299047,58.987793,"Muy bajo",1265669539,343500000,287334015,411649044,42728254,25006775,129684818,23814966,0,1265669539,100364833,0,106896802,3822008,1460129,817577554,234053775,0,1951667,0,1494438,0,8.02732587785779,NA,1.05654705992861,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tamaulipas","Ciudad Madero",28009,2019,205933,3754.90394,0.17812,8.356875,"6.5742999999999996E-2",8.563634,0.915815,3754.90394,"152.57158899999999","4.0633000000000002E-2",3,11.74,0.47859740789480076,NA,0.014805786347986967,3.47015,0.946708,0.772446038,50.716457,167693,98559,75464,95510,3049,37874,1.356644,17.262492,0.117402,0.263546,0.811099,0.828786,13.327934,0,60.459279,"Muy bajo",773258633,222942491,101679480,271801421,45516505,3692148,96207063,31419525,0,773258633,65099284,0,51588847,82609,9366895,360904322,221119140,65096692,0,0,844,0,46.4889890569419,5.88235294117647,15.392789292346,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tamaulipas","Matamoros",28022,2019,541979,3174.131167,0.107548,29.180354,"4.5206000000000003E-2",23.524909,0.949741,3174.131167,"80.644715000000005","2.5406999999999999E-2",3,9.92,0.5055933901498029,NA,0.01222741102515042,3.47015,0.912347,0.772446038,85.289182,409313,274021,157450,267394,6627,131752,2.193871,25.617245,0.177728,0.563424,2.079863,1.27384,18.316956,5.764061,58.264859,"Muy bajo",1720312436,558312971,182344133,388589087,220428275,6394955,320535273,43707742,0,1720312436,115129422,0,51652067,384734,1632261,854470546,546249139,86460435,0,0,64333832,0,28.8174713926876,6.29921259842519,7.88969024135677,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tamaulipas","Nuevo Laredo",28027,2019,425058,7969.302707,0.069219,7.491349,"3.1309999999999998E-2",5.274069,0.986983,7969.302707,"445.98848600000002","5.5962999999999999E-2",3,9.98,0.4908036079782053,NA,0.008010671484832659,3.47015,0.922866,0.772446038,77.233119,312881,208620,125838,205215,3405,111510,2.064964,25.731801,0.084145,0.177035,0.446962,1.193769,18.144255,0.288902,58.936683,"Muy bajo",3387415870,613961189,717332898,859549251,346799478,27505280,608944677,189570974,0,3387415870,142988725,0,34109048,8154791,46169575,2731353584,380545718,44094429,0,23752123,0,0,41.2768467740173,3.24324324324324,3.01138516500369,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tamaulipas","Reynosa",28032,2019,704767,3170.455709,0.238859,5.585734,"0.124462",3.270913,1,3170.455709,"116.119547","3.6625999999999999E-2",3,10.12,0.5212346775601014,NA,0.007767106008084942,3.47015,0.920324,0.772446038,85.685843,558197,367349,187999,361875,5474,142477,1.851111,23.040889,0.062296,0.115018,0.352484,1.167663,17.133501,1.874378,58.774346,"Muy bajo",2234432559,390799784,207313854,396733816,265416955,108912258,583726171,81837225,0,2234432559,290303771,0,198105898,34227241,10506384,1080575937,618323757,0,198936451,756045,2389571,0,39.4587429676739,5.42168674698795,4.09064326485384,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tamaulipas","Tampico",28038,2019,297562,4094.815282,0.22457,0.20689,"NA",0.216506,0.879078,4094.815282,"363.87145199999998","8.8861999999999997E-2",3,11.47,0.4980340231615596,NA,0.013869378482467519,3.47015,0.941257,0.772446038,60.610309,237041,148196,101878,144069,4127,59681,1.486756,19.218888,0.103852,0.059876,0.303439,0.410019,13.986875,0.063516,60.111142,"Muy bajo",1218461425,489999088,110391600,268794167,90173948,26663167,124165138,108274317,0,1218461425,115137976,0,101448710,16716016,7239284,543349974,287231192,147338273,0,0,0,0,35.8512460045923,5.78947368421052,5.71989664082687,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tamaulipas","Victoria",28041,2019,349688,3021.818003,0.155787,13.696721,"7.9380000000000006E-2",12.887293,0.944356,3021.818003,"123.292118","4.0800999999999997E-2",3,11.44,0.49770652696117684,NA,0.012110795909496465,3.47015,0.93211,0.772446038,64.910399,300753,174042,108365,169807,4235,47692,1.757891,18.217127,0.20504,0.328006,1.750612,1.760388,14.817847,5.029626,59.527012,"Muy bajo",1056693494,459225013,106584627,226840975,143499006,2695323,74734776,43113774,0,1056693494,87294666,0,52356210,5860692,9947791,532050202,310385405,58798528,0,0,0,0,32.2975506740087,3.954802259887,NA,517419.8619999999,10.632857142857143,2794777,0.18513815664004674
"Tlaxcala","Amaxac de Guerrero",29001,2019,11403,4077.833903,0.069833,0.074366,"2.1145000000000001E-2",0.060195,0.919811,4077.833903,"NA","NA",1,10.89,0.4841708322371306,NA,0.01157590107866351,3.73885,0.922162,0.731027115,77.453859,8500,5521,3628,5389,132,2887,1.489758,19.017691,1.046246,0.193424,0.334095,0.861614,19.726757,8.646847,58.891703,"Muy bajo",46499540,13834068,4911793,13456876,3150718,1906579,9239506,0,0,46499540,1034073,0,1841338,7697,103702,25810745,13973251,3728734,0,0,0,0,24.3013698630137,10,8.69134170522141,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Apetatitlán de Antonio Carvajal",29002,2019,16003,4953.757483,0.121887,0.321673,"3.0980000000000001E-2",0.203938,1,4953.757483,"382.436106","7.7201000000000006E-2",1,11.19,0.49159532587639815,NA,0.014872211460351184,3.73885,0.906529,0.731027115,72.347949,11645,7867,4853,7629,238,4257,1.383416,19.07606,0.523928,0.146955,0.472813,0.837275,15.450439,100,57.893321,"Muy bajo",79274981,28760343,3453715,11919521,3584695,1413939,23817889,6120125,0,79274981,2455915,0,6750386,302367,153956,36703717,32908640,0,204754,0,0,0,20.8704822164701,9.52380952380952,4.46759259259259,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Apizaco",29005,2019,80725,4267.666993,0.215606,1.37611,"0.114439",1.201262,0.98957,4267.666993,"96.030139000000005","2.2502000000000001E-2",2,10.86,0.4971074636110251,NA,0.013477856921647569,3.73885,0.930351,0.731027115,71.868595,58134,40129,25529,39041,1088,22445,1.989027,19.735307,0.215299,0.137691,0.420584,0.473186,13.541852,10.429235,59.41466,"Muy bajo",344507418,136122961,27175030,70135818,48787896,2882204,51651476,7752033,0,344507418,42926814,647995,28770530,1029132,128664,159913070,107498014,3593199,0,0,0,0,35.7450434061758,7.60869565217391,3.49645512709666,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Cuaxomulco",29009,2019,5928,5837.175945,0.06809,0.395835,"1.099E-2",0.261694,0.99457,5837.175945,"NA","NA",0,9.7,0.4598515519568151,NA,0.010796221322537112,3.73885,0.884115,0.731027115,83.246978,4916,2726,1910,2662,64,986,2.284264,26.374475,2.4868,0.425822,0.834611,0.647249,23.245033,100,56.461919,"Bajo",34602779,12232974,2065377,6904752,2401745,1872844,9125087,0,0,34602779,408459,48250,1572085,308663,5856,22465745,9605820,187901,0,0,0,0,26.8305814788226,NA,NA,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Chiautempan",29010,2019,73215,2879.17562,0.13972,2.683023,"2.2192E-2",1.979869,1,2879.17562,"NA","NA",2,10.46,0.5049921464180838,NA,0.010872089052789729,3.73885,0.912481,0.731027115,80.336287,52136,36973,20338,36177,796,19341,2.182429,22.765103,0.369272,0.165053,0.241985,1.343146,21.482943,27.101004,58.273471,"Muy bajo",210798843,74855587,21936323,37027764,9606361,14739517,42003968,0,0,210798843,5857188,1326065,16520931,3124895,2623771,98033631,83312362,0,10629323,0,0,0,39.0072502271052,7.54716981132075,4.75107066381156,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Mazatecochco de José María Morelos",29017,2019,11592,3920.901398,0.060318,1.050516,"5.0590000000000001E-3",0.685631,1,3920.901398,"NA","NA",1,8.27,0.4797273982056591,NA,0.004572118702553485,3.73885,0.879683,0.731027115,91.597164,6758,5561,3312,5508,53,4744,4.477069,39.505722,0.208641,0.721551,0.269495,10.684169,34.081795,0.10352,56.178885,"Bajo",45451089,14624713,3116031,10134129,2309878,2445730,12232614,0,0,45451089,256743,51321,2034407,364198,34857,25277336,17432227,0,587994,0,0,0,25.4843403017076,8.69565217391304,3.64392514110308,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Contla de Juan Cuamatzi",29018,2019,38579,3003.771534,0.05276,1.268579,"1.2154E-2",0.75362,1,3003.771534,"NA","NA",2,9.9,0.5183130718784831,NA,0.011845822856994738,3.73885,0.898093,0.731027115,85.617266,26152,19996,10790,19539,457,12290,3.434343,25.62352,1.484643,0.217329,0.311592,2.364431,28.871248,21.156588,57.354569,"Muy bajo",115882502,34446150,11536925,19226771,11141745,551522,31723818,0,0,115882502,1498145,0,4262162,282955,70656,57710099,52058485,0,7255571,0,0,0,20.0259158911532,3.03030303030303,NA,103564.84099999999,10.077142857142857,891599,0.11615630008557658
"Tlaxcala","Natívitas",29023,2019,26309,3345.609981,0.091027,0.984952,"9.0900000000000009E-3",0.518598,1,3345.609981,"NA","NA",1,9.47,0.5057584856893078,NA,0.008172108403968224,3.73885,0.87866,0.731027115,83.83951,17355,13306,7342,13091,215,8873,2.918531,31.28905,0.746127,0.586242,1.332369,2.684385,25.304213,100,56.113516,"Bajo",88019653,21748840,6378834,13997914,6493383,4522421,31315603,0,0,88019653,800099,112500,6561935,482698,54943,40061868,39945610,0,3562658,0,0,0,14.2857142857142,NA,NA,103564.84099999999,10.077142857142857,891599,0.11615630008557658
